taxa,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
CML108,8.38555734025501,8.28958827179001,-1.16469284923529,0.322327417122886,0.649507244438547,-6.41796816213944,1.40244931492393,1.57183982342238,2.01683963042422,2.4169361618788
CML11,10.6837482413205,9.51510085252117,0.340967650156435,-0.952833487566026,2.02705014814524,-10.0698304486131,2.81972041888013,-2.93801479901623,0.327915042370986,-3.86141419357264
CML14,9.31150314595548,8.95626038229205,-0.786249264743063,-0.735340596209273,-0.577107720017844,-4.00647186647394,1.46712691822716,-0.335431614086251,1.9404970089562,-0.96420437828383
CML154Q,8.49900977637439,7.78028333878228,-1.27290406966323,-0.194311053274214,-0.212234201511014,-5.02618817536874,2.12522764923453,-0.294189005227788,-1.00232217032653,-0.857223792385269
CML157Q,9.87733361847689,7.3452793710875,-2.37603740718461,-1.42759512999826,0.496052762109362,-4.66144629608339,2.46631631654958,0.934773858485942,-0.645399478551039,1.31653022050321
CML158Q,9.80329240406057,8.29459639630648,-0.220506220701232,-0.45803382984216,-0.320463296800023,-3.83663373707448,0.97269391446901,-0.68134204794589,-0.358204524613214,-1.9358309555676
CML218,9.99801346481085,7.21517316545391,-0.884101145123715,0.761790143905857,0.212197141584529,-2.95856292139333,2.96355647438097,0.993172171201362,-0.355979836781255,2.16981202400836
CML220,7.60480136890388,7.75872299622844,-1.59125261890972,-1.99207831580887,-0.607943585334006,-4.9985403365351,0.731879009503429,-3.31021085759041,-0.918235250777804,-0.691484716617307
CML228,10.9342502633488,7.9302133787934,0.999833061633008,-1.25970638583411,0.323222963592192,-7.28742678407202,4.36640347545474,0.229436137587328,1.14572084922188,-1.134938546056
CML238,8.96373224185276,9.81671253779689,0.385941279127956,-0.712543218802262,-0.107136389237846,-5.4999212340434,1.43770388373225,1.75738253805221,-4.17388119702888,-0.890968298231476
CML247,10.0137272971761,6.04561582180757,1.13346990233874,-1.46323714563835,-2.85166540561082,-3.95031123554179,4.05654057065078,-0.494054186448172,-0.48461936323162,0.114707722576755
CML254,11.5516713362376,9.27997299651972,-1.76188941607427,1.14919880861585,-0.0622367652490672,-5.5251194839094,3.80446122189889,0.212545652944834,0.0114684064562624,-0.100029863996467
CML258,11.0800583274456,8.84067300145336,0.541205458469719,-2.06282229875709,0.212308791576109,-8.32656372186051,2.20489642967209,-0.749746489733847,0.738380743746403,-2.17353210203475
CML261,9.89785069397662,8.49987036563625,-0.633644742618807,-0.950375251149637,2.18674981030443,-8.5557652976057,3.38491645240023,-0.612171358211733,1.72074299734908,-2.36798399539721
CML264,9.40914073177585,8.63686709277376,-3.33333970643014,0.169385172315031,-0.329254171565005,-8.94001277370555,1.56533738248633,-0.815564345935598,1.32679000436039,1.30467181126277
CML277,9.66326423723721,8.7504976077066,-1.95396982714815,-4.47787225359193,0.17616593571371,-5.41199116476393,2.86944031780177,1.97881804385512,1.21996653390286,-0.25775081908017
CML281,4.82560838740732,5.70180976994374,-2.77770681595729,0.402664296382417,-0.452354457681682,-5.46018668939336,2.48189511860312,-1.61825278221629,-1.51649267248394,-0.932619013843786
CML287,6.87699390567725,8.20330628498697,-2.92083044949464,-3.94562216248265,-1.34716739109771,-5.73601810663229,0.886368540217439,2.09249858120139,-0.226607622565033,-0.256964813727444
CML311,9.17379318570476,7.66065874884589,-2.21163326760602,-1.55356243763033,-1.60376412879253,-5.53741552018722,1.0135785196079,1.36060681888346,1.9162148415918,0.250380993197293
CML314,9.91465880049825,9.31797319494916,-4.03895957125068,0.248057285517665,0.00572347786534003,-8.78656042781103,3.92767866479847,0.438589432992826,0.508794696120516,-1.9341333322806
CML321,10.1919236251751,9.03754810861278,0.91490514626542,-0.313032010734948,0.140800492176269,-2.19318950885845,2.64127703581817,-0.750684158530199,0.96150568069865,-1.72712853828404
CML322,9.35642229274479,8.8883458684881,-3.58050372567638,-3.01680448242923,0.319757196388387,-2.14647803141489,0.662081403276024,-2.74154419403745,-1.39511864355307,3.24850722601467
CML323,5.31858020559606,3.78976445031254,1.19898824128003,0.805136903454845,-3.66449747082381,-4.63692683150755,0.836174923936623,0.956345484051055,1.02647167079408,-0.689306815118392
CML328,8.31293108383576,3.34796152068493,-1.04044730710593,-2.158531812496,-1.78632622905783,-4.37971348534443,1.75221746645425,-2.21300356875588,0.53863796807751,0.0586924800246116
CML331,9.53957398957282,10.7280526797207,-3.89768823104683,-2.14557006915514,-0.913988315932869,-5.2317873932545,0.219184359796025,-1.16063395054177,0.201940306028291,3.49713599416057
CML332,9.83869649966392,10.0484929996093,-2.32805561223763,-1.84738870051044,-1.35075020999589,-4.02346512605352,1.22863721255221,-1.32384377332878,-0.0745346101819359,5.18938200884973
CML333,7.09998880682859,6.09688005027442,-1.71436428485101,-0.0507937355659752,-0.440628020731299,-4.2425304776715,1.83882817650771,-0.145587500535547,0.556281371411696,-2.46550228215657
CML341,10.9208030170973,8.78549692134288,0.438951253130669,-1.76772157929551,-0.742415990182306,-9.26803511057597,2.4860180170708,0.998284728130047,-1.09464925509751,0.852504437178901
CML38,9.74095336685259,7.28935984469846,-3.19718019893713,-1.23299307752913,1.68071494944818,-5.28944721492524,1.38586715272277,0.169670897146212,-1.41436672897729,-1.20289861278735
CML45,10.2431935513664,7.83836178952772,-1.12890407910546,-1.48202646744841,-1.58621773127469,-6.85814016301457,2.70799368075826,-1.24198473505665,-0.0468292478983396,1.15802309926693
CML5,10.3102614174724,8.0402471256984,-2.90796202905025,-1.34821029401713,1.81813430582084,-8.7599367133241,2.14447460892935,-1.69584963117225,-0.352900301589297,-4.26966216039584
CML52,9.55724473224878,8.50774965125844,0.988580057663313,-1.27182467550577,1.17388576519022,-5.13379491747811,0.771162900664141,1.22975706560431,1.92322668552838,-3.49280467647718
CML61,10.1937471148405,7.56783667145719,-1.51271132301987,-2.11928067993171,0.764405163262353,-7.78316422686257,0.11318648314983,0.584650624563069,0.00161370225849539,2.04401911683094
CML69,10.0009294537507,9.40411064331354,-0.925191024375391,-0.278295183048648,-1.27587975074117,-3.77647362753587,1.19387119866452,1.48670818820575,1.10600309094705,-1.9213285071465
CML77,5.07078089252408,6.26201056215861,-2.93998950719811,-0.376283716061943,-0.194602471820598,-3.93897916568041,1.58493807579666,-0.889840958848968,-1.45949293013161,-2.49292971453071
CML91,5.9503786913823,5.24894030288016,-0.936445948821254,-1.96202443286781,-0.51096932372243,-4.46948375495931,0.175461152905884,2.08123850928235,0.80039473310511,-2.40995949303486
CML92,5.18654643023719,5.60026991633955,-4.2391480576939,-2.11499236108747,0.790446031205755,-3.58022296730236,2.85524733398965,-1.28090648284854,-1.31632388135831,5.01895495277352
CMV3,-0.450096319671846,-5.24754557588535,-2.46350561801672,-1.37327759742287,-0.590869212408719,2.7873303376528,1.20462607416987,-3.19201495556577,1.46280201437658,-1.42968489797209
CO106,0.450981976667573,-5.15645977852204,-0.745947326703368,-1.43093724736444,0.0182598810384601,-0.175684329250807,-1.20354583214872,0.0982492875908838,0.774956948263473,1.31669762489609
CO125,0.910595892391524,-5.92464105718172,0.457675431911007,-2.15920698327133,-3.46590563586991,1.29961188931173,1.48729724069064,-1.01971713145071,2.5411984781884,-0.655751293775219
CO255,2.39893958086995,-4.82745852311976,2.93580873052588,-2.09627156449692,-7.54399875761362,-0.763688765288305,0.453707399659822,5.28064646942269,6.78664128328156,-0.624626555170822
D940Y,7.04484915132594,-2.76585839776609,1.10308498400871,2.72869594665541,-1.96803741072859,-2.90964803565364,2.9684808529082,-1.32740269457819,0.48490714646521,-0.769516435755246
DE2,-0.87809536450899,-6.31766152638109,0.300873585963756,0.163531589883977,6.64373355932828,1.94879568949821,-5.10264145418501,0.847133074749609,-2.13255650086872,-0.522968297387373
DE3,-4.35074995310338,-3.77754937757561,0.850304423302911,0.791777650027206,3.89915269577082,1.58480070414119,-3.40645145856839,7.1856883609319,-4.04194590618354,-0.432330685152083
DE1,-0.500482651999032,-5.86222392326703,0.583665577153119,-0.687206216417353,7.05048060119418,2.47591060168116,-5.51805670014738,1.63961199799098,-1.67816773115482,-0.35765589320156
DE811,-10.8626922875152,-1.64029354405296,-13.6432897417958,2.96401662465902,-2.11164464333081,-0.862983342202931,3.43992196032913,4.31599351466226,-6.78004998292971,-2.52344459653665
E2558W,2.79053063633229,-1.51999164498306,-0.0724711240944883,-2.76702168879699,-0.629307229716279,0.706483482119491,-3.09193098684615,0.267144604988094,1.17516245821239,-1.4546282596363
EP1,5.40854434323717,-3.00061213415781,0.839878327619041,-0.380478817199956,-8.01815275294936,-1.05503772742739,1.70595731124822,6.00633316271781,5.19079459054461,-0.182484513365848
F2834T,3.59339633388935,5.76591960614559,-0.267898040946892,1.19925011763659,-2.9833315859592,-0.651240984754904,1.64042952553176,0.65542288275555,1.07595542059131,1.27840044482534
F44,3.17389412881651,1.1219545355937,0.497594166819538,-1.42780616922441,-3.86310088959356,-2.03778361951475,-1.62262375276497,3.41667853760274,0.199165699662995,1.82365241234941
F6,0.661098857113064,-4.28212291851145,2.59902991774519,-1.91771664324236,-0.627970319812547,-0.921601553151842,-2.49178645686753,2.13787961070801,0.15608071835189,1.5003698255417
F7,4.16829125759066,-7.2361437503834,0.841584909163349,0.584695166077108,-9.28859528923285,0.520741442123639,2.23698200192237,2.71443599514534,6.61772444481047,1.42844985719636
GA209,2.23988662423244,-4.27582839721508,2.24955859504679,-1.68528757984502,0.616089791722309,-2.06659671707122,0.247459436015476,1.76649763133049,2.47191725684289,-1.76273390453935
GT112,5.2225505383579,-2.40397924062284,3.12649433112344,1.13495635072012,2.71529030727962,-2.49629205329166,-1.99117210780463,4.62861997089441,2.37577458889575,3.06368731302821
H105W,-14.5140022693693,-0.451046781980672,-21.260117805434,3.62765228508421,-3.19553393687716,-0.303785796033015,-0.197135165241109,1.22606968046714,-5.70555480320689,1.45804916431906
H49,1.27676801731284,-5.06181709691656,1.35182448776746,-10.2064659937564,13.8263926356884,-1.21998854549047,-15.3345154865443,-12.5036710967736,-4.18164606644064,-10.6058080532241
H84,-9.85247554230238,-0.417093451877174,2.51702050196604,-3.47420487615114,3.05400651624462,1.65642449283403,1.08182857405217,17.9452474930407,-13.1238353068624,-2.83317546382694
H91,-22.6986307405132,0.656374845255062,-27.5792574933562,2.51462470283305,-2.36824994463003,0.112772795199262,1.97507757275261,-1.64338322341903,-4.13387317925866,-0.0477322139179604
H95,-0.0236084632201538,-9.88661451101262,4.87162485815419,-3.88092861167823,7.56709771295747,2.95971186739091,17.3754629969304,-6.4658168228814,-5.520029593282,-5.5917160736031
H99,2.03811442381733,-5.66070817376677,3.06841115149773,-3.56637014090257,3.54252916750386,1.62472628596109,5.38111856678623,-3.34665841079177,-0.370836908758205,-3.30013112772484
HI27,3.50702469272974,6.3686335771898,-9.7058956539274,1.19718527138388,-0.189998145736237,-4.79632020683473,0.771983519554752,-0.137144906804147,-0.588482052186797,1.09964600344554
HP301,2.62603417502003,-7.18168790329144,7.74281551991558,-5.22127678786466,-28.1994033452185,-0.163825289474319,-8.26004152848574,-11.9258576385955,-15.0043117068209,0.34828870972131
HY,-7.8168611425041,-1.10831600959379,1.78370451017373,-1.66119880356371,1.45545729543404,2.42861790640107,-5.19916943463535,-0.282794017801276,3.78108315468843,-1.65576324104099
I137TN,5.86386720247365,0.965879658473564,0.681285044188696,-0.377075274921276,-0.935923615580996,-2.27761195087685,-0.830206408395153,0.505999097195151,-0.522813807990708,1.87913604384357
I205,-4.14528908988136,-2.96737789862491,-0.463171048535895,-1.50332232130574,4.15918130911868,3.75146243820704,-5.53124726954843,4.2683699665341,3.03305855994241,1.21080353900059
I29,1.23248592800251,-2.85579306418601,1.90868815562688,-2.83496738389003,-9.49811668570886,-0.504024627112478,0.894452715975042,-2.80496654814471,2.4116995527048,-0.117081211571052
IA2132,-1.25350637741695,-11.4497375807104,4.01414404722779,2.09725185891411,-9.20816321712604,3.31215872825071,5.15780014652197,8.37084231640517,8.15359224314761,2.18776819992441
IA5125,0.265276423401974,-9.62762585317234,2.02842663263581,-1.49836398376037,-6.29662975490974,3.55635120077643,4.91856546771127,4.34448192291691,7.18615918059391,3.30995623186077
IDS28,0.900186935226427,-5.29846003630281,3.40141503767984,-2.03406420675504,-12.7336195874844,4.57500070262552,-4.94365921358856,-4.44863358533561,-5.41746471775574,1.80592289531851
IDS69,1.25953191708431,-6.99022085990938,8.54371772480045,-3.45762289843997,-27.7371797150414,-0.57724535503978,-8.27391375659247,-10.4694770862874,-16.2591051475945,-0.386732985026889
IDS91,2.51290104381894,-6.69713208432775,8.43427350537532,-3.99298980690738,-28.2341070942712,-0.691002790339596,-8.61422041945568,-10.4173164215494,-16.1420822249209,0.0817576352618825
IL101,-1.72590543353576,-13.4909756590849,2.26379018205761,0.0996958061520154,-14.3117356386407,4.41020881664724,4.51922988932143,8.19799726795257,12.1446600377043,2.92128231050848
IL14H,-1.64789036260431,-14.0233640325338,3.68747020923749,1.03843614480689,-15.8286656388157,3.73966269831981,3.06538066720862,5.67336228952325,9.85988284246361,3.26885086362504
IL677A,-1.62846597899885,-11.9527104378417,3.2815628709204,-0.0646201277330773,-11.8510682463082,4.04413371466083,3.94014943006818,4.32694759747948,7.60540564206632,3.1600018774162
K148,1.81139774429547,-3.75531262361537,0.624972910695431,-2.72723911650273,-1.14823793917374,0.412434435574012,1.7468520156312,0.66406711151936,-2.3868051050057,1.60754902491423
K4,1.07489202417567,-2.85028317262815,1.54893689612552,-3.8581454590309,0.672767128013146,-0.28069408164688,-1.96183603949461,1.7107228643933,1.73990187285554,0.845992330516746
K55,-1.83609406273321,-2.4811119922978,-0.424992461681046,0.205963907682416,-2.77509664785442,1.80046515484084,-1.88764493512348,-2.3640661796994,2.95444528610512,2.33987123084689
K64,1.04017158557914,-4.63664362881849,1.30207532260714,-3.752589727877,-0.767769057350266,0.139777941580236,-2.91497975075117,-0.745087398145163,3.09282525649258,3.70704967060764
KI11,8.19004291803163,6.94674489698426,-1.08450182290057,-0.587662000448507,0.737049644112537,-5.79800967351659,1.39015164617055,-0.843159808424381,-1.72653442687286,0.781239505565473
KI14,11.230680740286,6.90920197849738,-0.00304178852920494,-0.860486967107486,1.90276163422524,-4.43339144197658,1.94774496163188,1.68118848755958,-1.58575040715731,0.954382903246954
KI2021,10.61937423161,6.16923598848723,0.18217606772895,0.0799906551022078,1.95213413066571,-4.8234680596923,2.8451452713024,2.83240039980682,-1.23349481952123,-0.497509971744831
KI21,6.86217289754931,2.08876747597791,-0.389714328253567,5.40212396535946,0.94665599097811,-1.74222730552625,-0.978768812910622,1.36649371614145,-0.505597774359338,-2.77832523175198
KI3,11.3271353312989,9.53916166512428,0.307432116229924,-3.20535957601607,1.18332301211272,-4.42818856986483,3.49366848902317,0.813166968440981,0.780177869679994,0.0305902220772388
KI43,8.92678123863038,4.8241563764165,0.3174381793436,-1.3472448018951,0.267185950285916,-3.88646320727854,0.400698099714083,1.14431790350911,0.677174435407844,-2.40275653941273
KI44,9.56025517324334,6.60570687097244,0.641408326211814,0.152115411463653,2.28411249280936,-5.60720196578706,1.72459261836438,1.66615481275441,-0.361515541053975,0.895294857315303
KY21,1.15297105502351,-2.2504268311344,-1.55158236491236,-0.325626551957459,-2.54992067677694,2.3441567043001,0.675593228624016,2.32670357603197,-0.490110111470403,2.04798170756659
